year,importer1,importer2,flow1,flow2
2020,"Vyas S.K.","Bhattacharjee R.",8.19,4.36
2020,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2019,"Nayek N.","Sonkar R.",8.19,4.36
2019,"Nayek N.","Joshi M.K.",8.19,4.36
2019,"Nayek N.","Tiwari T.",8.19,4.36
2019,"Nayek N.","Bhattacharjee R.",8.19,4.36
2019,"Sonkar R.","Joshi M.K.",8.19,4.36
2019,"Sonkar R.","Tiwari T.",8.19,4.36
2019,"Sonkar R.","Bhattacharjee R.",8.19,4.36
2019,"Joshi M.K.","Tiwari T.",8.19,4.36
2019,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2019,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2019,"Dutta S.J.","Bhattacharjee R.",8.19,4.36
2020,"Debbarma K.","Bhattacharjee R.",8.19,4.36
2020,"Anoop P.","Bhattacharjee R.",8.19,4.36
2020,"Bhattacharjee A.","Bhattacharjee R.",8.19,4.36
2020,"Bhattacharjee A.","Bose S.K.",8.19,4.36
2020,"Bhattacharjee R.","Bose S.K.",8.19,4.36
2020,"Nayek N.","Joshi M.K.",8.19,4.36
2020,"Nayek N.","Sonkar R.K.",8.19,4.36
2020,"Nayek N.","Tiwari T.",8.19,4.36
2020,"Nayek N.","Bhattacharjee R.",8.19,4.36
2020,"Joshi M.K.","Sonkar R.K.",8.19,4.36
2020,"Joshi M.K.","Tiwari T.",8.19,4.36
2020,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2020,"Sonkar R.K.","Tiwari T.",8.19,4.36
2020,"Sonkar R.K.","Bhattacharjee R.",8.19,4.36
2020,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2013,"Woungang I.","Dhurandher S.K.",8.19,4.36
2013,"Woungang I.","Anpalagan A.",8.19,4.36
2013,"Woungang I.","Vasilakos A.V.",8.19,4.36
2013,"Dhurandher S.K.","Anpalagan A.",8.19,4.36
2013,"Dhurandher S.K.","Vasilakos A.V.",8.19,4.36
2013,"Anpalagan A.","Vasilakos A.V.",8.19,4.36
2021,"Bhattacharjee A.","Bhattacharjee R.",8.19,4.36
2021,"Bhattacharjee A.","Bose S.K.",8.19,4.36
2021,"Bhattacharjee R.","Bose S.K.",8.19,4.36
2021,"Anoop P.","Bhattacharjee R.",8.19,4.36
2021,"Debbarma K.","Bhattacharjee R.",8.19,4.36
2021,"Bhattacharjee A.","Bhattacharjee R.",8.19,4.36
2021,"Bhattacharjee A.","Bose S.K.",8.19,4.36
2021,"Bhattacharjee R.","Bose S.K.",8.19,4.36
2020,"Tsegay M.B.","Dhaka K.",8.19,4.36
2020,"Tsegay M.B.","Bhattacharjee R.",8.19,4.36
2020,"Dhaka K.","Bhattacharjee R.",8.19,4.36
2021,"Roy A.","Nemade H.B.",8.19,4.36
2021,"Roy A.","Bhattacharjee R.",8.19,4.36
2021,"Nemade H.B.","Bhattacharjee R.",8.19,4.36
2021,"Das D.","Bora P.K.",8.19,4.36
2021,"Das D.","Bhattacharjee R.",8.19,4.36
2021,"Bora P.K.","Bhattacharjee R.",8.19,4.36
2021,"Nayek N.","Joshi M.K.",8.19,4.36
2021,"Nayek N.","Sonkar R.K.",8.19,4.36
2021,"Nayek N.","Tiwari T.",8.19,4.36
2021,"Nayek N.","Bhattacharjee R.",8.19,4.36
2021,"Joshi M.K.","Sonkar R.K.",8.19,4.36
2021,"Joshi M.K.","Tiwari T.",8.19,4.36
2021,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2021,"Sonkar R.K.","Tiwari T.",8.19,4.36
2021,"Sonkar R.K.","Bhattacharjee R.",8.19,4.36
2021,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2021,"Qumar J.","Christopher S.",8.19,4.36
2021,"Qumar J.","Bhattacharjee R.",8.19,4.36
2021,"Christopher S.","Bhattacharjee R.",8.19,4.36
2021,"Nayek N.","Joshi M.K.",8.19,4.36
2021,"Nayek N.","Sonkar R.K.",8.19,4.36
2021,"Nayek N.","Tiwari T.",8.19,4.36
2021,"Nayek N.","Bhattacharjee R.",8.19,4.36
2021,"Joshi M.K.","Sonkar R.K.",8.19,4.36
2021,"Joshi M.K.","Tiwari T.",8.19,4.36
2021,"Joshi M.K.","Bhattacharjee R.",8.19,4.36
2021,"Sonkar R.K.","Tiwari T.",8.19,4.36
2021,"Sonkar R.K.","Bhattacharjee R.",8.19,4.36
2021,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2022,"Tsegay M.B.","Dhaka K.",8.19,4.36
2022,"Tsegay M.B.","Bhattacharjee R.",8.19,4.36
2022,"Dhaka K.","Bhattacharjee R.",8.19,4.36
2022,"Das P.","Gupta J.",8.19,4.36
2022,"Das P.","Sikdar D.",8.19,4.36
2022,"Das P.","Bhattacharjee R.",8.19,4.36
2022,"Gupta J.","Sikdar D.",8.19,4.36
2022,"Gupta J.","Bhattacharjee R.",8.19,4.36
2022,"Sikdar D.","Bhattacharjee R.",8.19,4.36
2022,"Nayek N.","Sonkar R.K.",8.19,4.36
2022,"Nayek N.","Tiwari T.",8.19,4.36
2022,"Nayek N.","Bhattacharjee R.",8.19,4.36
2022,"Sonkar R.K.","Tiwari T.",8.19,4.36
2022,"Sonkar R.K.","Bhattacharjee R.",8.19,4.36
2022,"Tiwari T.","Bhattacharjee R.",8.19,4.36
2022,"Gupta J.","Das P.",8.19,4.36
2022,"Gupta J.","Chowdhary A.K.",8.19,4.36
2022,"Gupta J.","Bhattacharjee R.",8.19,4.36
2022,"Gupta J.","Sikdar D.",8.19,4.36
2022,"Das P.","Chowdhary A.K.",8.19,4.36
2022,"Das P.","Bhattacharjee R.",8.19,4.36
2022,"Das P.","Sikdar D.",8.19,4.36
2022,"Chowdhary A.K.","Bhattacharjee R.",8.19,4.36
2022,"Chowdhary A.K.","Sikdar D.",8.19,4.36
2022,"Bhattacharjee R.","Sikdar D.",8.19,4.36
2022,"Das P.","Gupta J.",8.19,4.36
2022,"Das P.","Sikdar D.",8.19,4.36
2022,"Das P.","Bhattacharjee R.",8.19,4.36
2022,"Gupta J.","Sikdar D.",8.19,4.36
2022,"Gupta J.","Bhattacharjee R.",8.19,4.36
2022,"Sikdar D.","Bhattacharjee R.",8.19,4.36
